Instrument:,H2S-240708934,,,,
"3/4/2026, 4:03:14 AM",3.61,58.5,99,0,2026-03-04T09:03:14.000Z
"3/4/2026, 4:06:14 AM",3.609,58.5,99,0,2026-03-04T09:06:14.000Z
"3/4/2026, 4:09:14 AM",3.609,58.5,99.1,0,2026-03-04T09:09:14.000Z
"3/4/2026, 4:12:14 AM",3.609,58.5,99.1,0,2026-03-04T09:12:14.000Z
"3/4/2026, 4:15:14 AM",3.61,58.5,99.1,0,2026-03-04T09:15:14.000Z
"3/4/2026, 4:18:14 AM",3.61,58.5,99.1,0,2026-03-04T09:18:14.000Z
"3/4/2026, 4:21:14 AM",3.609,58.6,99.1,0,2026-03-04T09:21:14.000Z
"3/4/2026, 4:24:14 AM",3.61,58.6,99.1,0,2026-03-04T09:24:14.000Z
"3/4/2026, 4:27:14 AM",3.61,58.6,99.1,0,2026-03-04T09:27:14.000Z
"3/4/2026, 4:30:14 AM",3.609,58.6,99.1,0,2026-03-04T09:30:14.000Z
"3/4/2026, 4:33:14 AM",3.61,58.6,99.2,0,2026-03-04T09:33:14.000Z
"3/4/2026, 4:36:14 AM",3.61,58.6,99.2,0,2026-03-04T09:36:14.000Z
"3/4/2026, 4:39:14 AM",3.609,58.6,99.2,0,2026-03-04T09:39:14.000Z
"3/4/2026, 4:42:14 AM",3.609,58.6,99.2,0,2026-03-04T09:42:14.000Z
"3/4/2026, 4:45:14 AM",3.609,58.8,99.2,0,2026-03-04T09:45:14.000Z
"3/4/2026, 4:48:14 AM",3.609,58.6,99.2,0,2026-03-04T09:48:14.000Z
"3/4/2026, 4:51:14 AM",3.61,58.6,99.3,0,2026-03-04T09:51:14.000Z
"3/4/2026, 4:54:14 AM",3.609,58.6,99.3,0,2026-03-04T09:54:14.000Z
"3/4/2026, 4:57:14 AM",3.61,58.6,99.3,0,2026-03-04T09:57:14.000Z
"3/4/2026, 5:00:14 AM",3.609,58.8,99.3,0,2026-03-04T10:00:14.000Z
"3/4/2026, 5:03:14 AM",3.61,58.8,99.3,0,2026-03-04T10:03:14.000Z
"3/4/2026, 5:06:14 AM",3.61,58.8,99.3,0,2026-03-04T10:06:14.000Z
"3/4/2026, 5:09:14 AM",3.61,58.8,99.3,0,2026-03-04T10:09:14.000Z
"3/4/2026, 5:12:14 AM",3.609,58.8,99.3,0,2026-03-04T10:12:14.000Z
"3/4/2026, 5:15:14 AM",3.609,58.8,99.3,0,2026-03-04T10:15:14.000Z
"3/4/2026, 5:18:14 AM",3.61,59,99.3,0,2026-03-04T10:18:14.000Z
"3/4/2026, 5:21:14 AM",3.609,59,99.3,0,2026-03-04T10:21:14.000Z
"3/4/2026, 5:24:14 AM",3.609,59,99.3,0,2026-03-04T10:24:14.000Z
"3/4/2026, 5:27:14 AM",3.609,58.8,99.4,0,2026-03-04T10:27:14.000Z
"3/4/2026, 5:30:14 AM",3.609,58.8,99.4,0,2026-03-04T10:30:14.000Z
"3/4/2026, 5:33:14 AM",3.609,58.6,99.4,0,2026-03-04T10:33:14.000Z
"3/4/2026, 5:36:14 AM",3.609,58.6,99.4,0,2026-03-04T10:36:14.000Z
"3/4/2026, 5:39:14 AM",3.61,58.8,99.4,0,2026-03-04T10:39:14.000Z
"3/4/2026, 5:42:14 AM",3.61,58.8,99.4,0,2026-03-04T10:42:14.000Z
"3/4/2026, 5:45:14 AM",3.609,58.8,99.4,0,2026-03-04T10:45:14.000Z
"3/4/2026, 5:48:14 AM",3.609,58.8,99.4,0,2026-03-04T10:48:14.000Z
"3/4/2026, 5:51:14 AM",3.609,58.6,99.5,0,2026-03-04T10:51:14.000Z
"3/4/2026, 5:54:14 AM",3.609,58.3,99.4,0,2026-03-04T10:54:14.000Z
"3/4/2026, 5:57:14 AM",3.609,57.9,99.4,0,2026-03-04T10:57:14.000Z
"3/4/2026, 6:00:14 AM",3.609,57.6,99.4,0,2026-03-04T11:00:14.000Z
"3/4/2026, 6:03:14 AM",3.609,57.4,99.4,0,2026-03-04T11:03:14.000Z
"3/4/2026, 6:06:14 AM",3.61,57.2,99.4,0,2026-03-04T11:06:14.000Z
"3/4/2026, 6:09:14 AM",3.609,57.2,99.4,0,2026-03-04T11:09:14.000Z
"3/4/2026, 6:12:14 AM",3.609,57.2,99.4,0,2026-03-04T11:12:14.000Z
"3/4/2026, 6:15:14 AM",3.609,57,99.5,0,2026-03-04T11:15:14.000Z
"3/4/2026, 6:18:14 AM",3.609,57.2,99.5,0,2026-03-04T11:18:14.000Z
"3/4/2026, 6:21:14 AM",3.609,57.2,99.5,0,2026-03-04T11:21:14.000Z
"3/4/2026, 6:24:14 AM",3.609,57.2,99.5,0,2026-03-04T11:24:14.000Z
"3/4/2026, 6:27:14 AM",3.609,57.2,99.5,0,2026-03-04T11:27:14.000Z
"3/4/2026, 6:30:14 AM",3.609,57.4,99.5,0,2026-03-04T11:30:14.000Z
"3/4/2026, 6:33:14 AM",3.609,57.6,99.6,0,2026-03-04T11:33:14.000Z
"3/4/2026, 6:36:14 AM",3.609,57.6,99.6,0,2026-03-04T11:36:14.000Z
"3/4/2026, 6:39:14 AM",3.609,57.7,99.6,0,2026-03-04T11:39:14.000Z
"3/4/2026, 6:42:14 AM",3.609,57.7,99.6,0,2026-03-04T11:42:14.000Z
"3/4/2026, 6:45:14 AM",3.609,57.7,99.6,0,2026-03-04T11:45:14.000Z
"3/4/2026, 6:48:14 AM",3.609,57.7,99.6,0,2026-03-04T11:48:14.000Z
"3/4/2026, 6:51:14 AM",3.608,57.7,99.6,0,2026-03-04T11:51:14.000Z
"3/4/2026, 6:54:14 AM",3.609,57.9,99.6,0,2026-03-04T11:54:14.000Z
"3/4/2026, 6:57:14 AM",3.609,57.7,99.6,0,2026-03-04T11:57:14.000Z
"3/4/2026, 7:00:14 AM",3.609,57.7,99.7,0,2026-03-04T12:00:14.000Z
"3/4/2026, 7:03:14 AM",3.609,57.7,99.7,0,2026-03-04T12:03:14.000Z
"3/4/2026, 7:06:14 AM",3.609,57.6,99.7,0,2026-03-04T12:06:14.000Z
"3/4/2026, 7:09:14 AM",3.609,57.7,99.7,0,2026-03-04T12:09:14.000Z
"3/4/2026, 7:12:14 AM",3.609,57.6,99.7,0,2026-03-04T12:12:14.000Z
"3/4/2026, 7:15:14 AM",3.609,57.7,99.7,0,2026-03-04T12:15:14.000Z
"3/4/2026, 7:18:14 AM",3.609,57.7,99.7,0,2026-03-04T12:18:14.000Z
"3/4/2026, 7:21:14 AM",3.609,57.7,99.7,0,2026-03-04T12:21:14.000Z
"3/4/2026, 7:24:14 AM",3.609,57.7,99.7,0,2026-03-04T12:24:14.000Z
"3/4/2026, 7:27:14 AM",3.609,57.9,99.7,0,2026-03-04T12:27:14.000Z
"3/4/2026, 7:30:14 AM",3.609,57.9,99.7,0,2026-03-04T12:30:14.000Z
"3/4/2026, 7:33:14 AM",3.608,57.9,99.7,0,2026-03-04T12:33:14.000Z
"3/4/2026, 7:36:14 AM",3.609,57.9,99.8,0,2026-03-04T12:36:14.000Z
"3/4/2026, 7:39:14 AM",3.608,57.9,99.8,0,2026-03-04T12:39:14.000Z
"3/4/2026, 7:42:14 AM",3.608,57.9,99.8,0,2026-03-04T12:42:14.000Z
"3/4/2026, 7:45:14 AM",3.609,57.9,99.8,0,2026-03-04T12:45:14.000Z
"3/4/2026, 7:48:14 AM",3.609,58.1,99.8,0,2026-03-04T12:48:14.000Z
"3/4/2026, 7:51:14 AM",3.609,58.1,99.8,0,2026-03-04T12:51:14.000Z
"3/4/2026, 7:54:14 AM",3.608,58.1,99.8,0,2026-03-04T12:54:14.000Z
"3/4/2026, 7:57:14 AM",3.609,58.1,99.8,0,2026-03-04T12:57:14.000Z
"3/4/2026, 8:00:14 AM",3.608,58.1,99.8,0,2026-03-04T13:00:14.000Z
"3/4/2026, 8:03:14 AM",3.609,58.3,99.8,0,2026-03-04T13:03:14.000Z
"3/4/2026, 8:06:14 AM",3.609,58.3,99.8,0,2026-03-04T13:06:14.000Z
"3/4/2026, 8:09:14 AM",3.609,58.3,99.8,0,2026-03-04T13:09:14.000Z
"3/4/2026, 8:12:14 AM",3.608,58.1,99.9,0,2026-03-04T13:12:14.000Z
"3/4/2026, 8:15:14 AM",3.609,57.9,99.8,0,2026-03-04T13:15:14.000Z
"3/4/2026, 8:18:14 AM",3.609,57.9,99.8,0,2026-03-04T13:18:14.000Z
"3/4/2026, 8:21:14 AM",3.609,57.6,99.8,0,2026-03-04T13:21:14.000Z
"3/4/2026, 8:24:14 AM",3.609,57.4,99.8,0,2026-03-04T13:24:14.000Z
"3/4/2026, 8:27:14 AM",3.609,57.2,99.9,0,2026-03-04T13:27:14.000Z
"3/4/2026, 8:30:14 AM",3.609,57,99.8,0,2026-03-04T13:30:14.000Z
"3/4/2026, 8:33:14 AM",3.609,57,99.8,0,2026-03-04T13:33:14.000Z
"3/4/2026, 8:36:14 AM",3.609,56.8,99.9,0,2026-03-04T13:36:14.000Z
"3/4/2026, 8:39:14 AM",3.609,57,99.9,0,2026-03-04T13:39:14.000Z
"3/4/2026, 8:42:14 AM",3.608,57,99.9,0,2026-03-04T13:42:14.000Z
"3/4/2026, 8:45:14 AM",3.608,57,99.9,0,2026-03-04T13:45:14.000Z
"3/4/2026, 8:48:14 AM",3.609,57,99.9,0,2026-03-04T13:48:14.000Z
"3/4/2026, 8:51:14 AM",3.608,57.2,99.9,0,2026-03-04T13:51:14.000Z
"3/4/2026, 8:54:14 AM",3.609,57.2,99.9,0,2026-03-04T13:54:14.000Z
"3/4/2026, 8:57:14 AM",3.608,57.2,100,0,2026-03-04T13:57:14.000Z
"3/4/2026, 9:00:14 AM",3.608,57.4,99.9,0,2026-03-04T14:00:14.000Z
"3/4/2026, 9:03:14 AM",3.608,57.4,100,0,2026-03-04T14:03:14.000Z
"3/4/2026, 9:06:14 AM",3.608,57.4,100,0,2026-03-04T14:06:14.000Z
"3/4/2026, 9:09:14 AM",3.608,57.6,100,0,2026-03-04T14:09:14.000Z
"3/4/2026, 9:12:14 AM",3.608,57.6,100,0,2026-03-04T14:12:14.000Z
"3/4/2026, 9:15:14 AM",3.608,57.6,100,0,2026-03-04T14:15:14.000Z
"3/4/2026, 9:18:14 AM",3.608,57.7,100,0,2026-03-04T14:18:14.000Z
"3/4/2026, 9:21:14 AM",3.608,57.7,100,0,2026-03-04T14:21:14.000Z
"3/4/2026, 9:24:14 AM",3.608,57.9,100,0,2026-03-04T14:24:14.000Z
"3/4/2026, 9:27:14 AM",3.608,57.9,100,0,2026-03-04T14:27:14.000Z
"3/4/2026, 9:30:14 AM",3.608,58.1,100,0,2026-03-04T14:30:14.000Z
"3/4/2026, 9:33:14 AM",3.608,58.3,100,0,2026-03-04T14:33:14.000Z
"3/4/2026, 9:36:14 AM",3.609,58.3,100,0,2026-03-04T14:36:14.000Z
"3/4/2026, 9:39:14 AM",3.608,58.5,100,0,2026-03-04T14:39:14.000Z
"3/4/2026, 9:42:14 AM",3.608,58.6,100,0,2026-03-04T14:42:14.000Z
"3/4/2026, 9:45:14 AM",3.608,58.6,100,0,2026-03-04T14:45:14.000Z
"3/4/2026, 9:48:14 AM",3.609,58.6,100,0,2026-03-04T14:48:14.000Z
"3/4/2026, 9:51:14 AM",3.609,58.8,100,0,2026-03-04T14:51:14.000Z
"3/4/2026, 9:54:14 AM",3.609,58.6,100,0,2026-03-04T14:54:14.000Z
"3/4/2026, 9:57:14 AM",3.609,58.6,100,0,2026-03-04T14:57:14.000Z
"3/4/2026, 10:00:14 AM",3.609,58.6,100,0,2026-03-04T15:00:14.000Z
"3/4/2026, 10:03:14 AM",3.608,58.6,100,0,2026-03-04T15:03:14.000Z
"3/4/2026, 10:06:14 AM",3.609,58.6,100,0,2026-03-04T15:06:14.000Z
"3/4/2026, 10:09:14 AM",3.608,58.6,100,0,2026-03-04T15:09:14.000Z
"3/4/2026, 10:12:14 AM",3.609,58.6,100,0,2026-03-04T15:12:14.000Z
"3/4/2026, 10:15:14 AM",3.609,58.6,100,0,2026-03-04T15:15:14.000Z
"3/4/2026, 10:18:14 AM",3.609,58.6,100,0,2026-03-04T15:18:14.000Z
"3/4/2026, 10:21:14 AM",3.608,58.6,100,0,2026-03-04T15:21:14.000Z
"3/4/2026, 10:24:14 AM",3.609,58.6,100,0,2026-03-04T15:24:14.000Z
"3/4/2026, 10:27:14 AM",3.609,58.8,100,0,2026-03-04T15:27:14.000Z
"3/4/2026, 10:30:14 AM",3.609,58.8,100,0,2026-03-04T15:30:14.000Z
"3/4/2026, 10:33:14 AM",3.609,59,100,0,2026-03-04T15:33:14.000Z
"3/4/2026, 10:36:14 AM",3.609,59.2,100,0,2026-03-04T15:36:14.000Z
"3/4/2026, 10:39:14 AM",3.609,59.4,100,0,2026-03-04T15:39:14.000Z
"3/4/2026, 10:42:14 AM",3.609,59.5,100,0,2026-03-04T15:42:14.000Z
"3/4/2026, 10:45:14 AM",3.609,59.9,100,0,2026-03-04T15:45:14.000Z
"3/4/2026, 10:48:14 AM",3.609,60.1,100,0,2026-03-04T15:48:14.000Z
"3/4/2026, 10:51:14 AM",3.609,60.3,100,0,2026-03-04T15:51:14.000Z
"3/4/2026, 10:54:14 AM",3.609,60.4,100,0,2026-03-04T15:54:14.000Z
"3/4/2026, 10:57:14 AM",3.609,60.6,100,0,2026-03-04T15:57:14.000Z
"3/4/2026, 11:00:14 AM",3.609,61,100,0,2026-03-04T16:00:14.000Z
"3/4/2026, 11:03:14 AM",3.61,61.2,100,0,2026-03-04T16:03:14.000Z
"3/4/2026, 11:06:14 AM",3.61,61.3,100,0,2026-03-04T16:06:14.000Z
"3/4/2026, 11:09:14 AM",3.61,61.5,100,0,2026-03-04T16:09:14.000Z
"3/4/2026, 11:12:14 AM",3.61,61.7,100,0,2026-03-04T16:12:14.000Z
"3/4/2026, 11:15:14 AM",3.61,62.1,100,0,2026-03-04T16:15:14.000Z
"3/4/2026, 11:18:14 AM",3.61,62.2,100,0,2026-03-04T16:18:14.000Z
"3/4/2026, 11:21:14 AM",3.61,62.4,100,0,2026-03-04T16:21:14.000Z
"3/4/2026, 11:24:14 AM",3.611,62.6,100,0,2026-03-04T16:24:14.000Z
"3/4/2026, 11:27:14 AM",3.61,62.8,100,0,2026-03-04T16:27:14.000Z
"3/4/2026, 11:30:14 AM",3.611,63,100,0,2026-03-04T16:30:14.000Z
"3/4/2026, 11:33:14 AM",3.61,63.1,100,0,2026-03-04T16:33:14.000Z
"3/4/2026, 11:36:14 AM",3.611,63.5,100,0,2026-03-04T16:36:14.000Z
"3/4/2026, 11:39:14 AM",3.611,63.7,100,0,2026-03-04T16:39:14.000Z
"3/4/2026, 11:42:14 AM",3.611,63.9,100,0,2026-03-04T16:42:14.000Z
"3/4/2026, 11:45:14 AM",3.611,64,100,0,2026-03-04T16:45:14.000Z
"3/4/2026, 11:48:14 AM",3.611,64.2,100,0,2026-03-04T16:48:14.000Z
"3/4/2026, 11:51:14 AM",3.611,64.4,100,0,2026-03-04T16:51:14.000Z
"3/4/2026, 11:54:14 AM",3.611,64.6,100,0,2026-03-04T16:54:14.000Z
"3/4/2026, 11:57:14 AM",3.611,64.8,100,0,2026-03-04T16:57:14.000Z
"3/4/2026, 12:00:14 PM",3.612,64.8,100,0,2026-03-04T17:00:14.000Z
"3/4/2026, 12:03:14 PM",3.612,64.9,100,0,2026-03-04T17:03:14.000Z
"3/4/2026, 12:06:14 PM",3.612,64.9,100,0,2026-03-04T17:06:14.000Z
"3/4/2026, 12:09:14 PM",3.612,65.1,100,0,2026-03-04T17:09:14.000Z
"3/4/2026, 12:12:14 PM",3.612,65.3,100,0,2026-03-04T17:12:14.000Z
"3/4/2026, 12:15:14 PM",3.612,65.3,100,0,2026-03-04T17:15:14.000Z
"3/4/2026, 12:18:14 PM",3.613,65.5,100,0,2026-03-04T17:18:14.000Z
"3/4/2026, 12:21:14 PM",3.612,65.7,100,0,2026-03-04T17:21:14.000Z
"3/4/2026, 12:24:14 PM",3.612,65.8,100,0,2026-03-04T17:24:14.000Z
"3/4/2026, 12:27:14 PM",3.613,66,100,0,2026-03-04T17:27:14.000Z
"3/4/2026, 12:30:14 PM",3.613,66.2,100,0,2026-03-04T17:30:14.000Z
"3/4/2026, 12:33:14 PM",3.613,66.4,100,0,2026-03-04T17:33:14.000Z
"3/4/2026, 12:36:14 PM",3.613,66.6,100,0,2026-03-04T17:36:14.000Z
"3/4/2026, 12:39:14 PM",3.613,66.6,100,0,2026-03-04T17:39:14.000Z
"3/4/2026, 12:42:14 PM",3.613,66.7,100,0,2026-03-04T17:42:14.000Z
"3/4/2026, 12:45:14 PM",3.613,66.9,100,0,2026-03-04T17:45:14.000Z
"3/4/2026, 12:48:14 PM",3.613,66.9,100,0,2026-03-04T17:48:14.000Z
"3/4/2026, 12:51:14 PM",3.613,66.9,100,0,2026-03-04T17:51:14.000Z
"3/4/2026, 12:54:14 PM",3.614,67.1,100,0,2026-03-04T17:54:14.000Z
"3/4/2026, 12:57:14 PM",3.614,67.1,100,0,2026-03-04T17:57:14.000Z
"3/4/2026, 1:00:14 PM",3.613,67.3,100,0,2026-03-04T18:00:14.000Z
"3/4/2026, 1:03:14 PM",3.614,67.5,100,0,2026-03-04T18:03:14.000Z
"3/4/2026, 1:06:14 PM",3.614,67.5,100,0,2026-03-04T18:06:14.000Z
"3/4/2026, 1:09:14 PM",3.614,67.6,100,0,2026-03-04T18:09:14.000Z
"3/4/2026, 1:12:14 PM",3.614,67.6,100,0,2026-03-04T18:12:14.000Z
"3/4/2026, 1:15:14 PM",3.614,67.8,100,0,2026-03-04T18:15:14.000Z
"3/4/2026, 1:18:14 PM",3.614,67.8,100,0,2026-03-04T18:18:14.000Z
"3/4/2026, 1:21:14 PM",3.614,67.8,100,0,2026-03-04T18:21:14.000Z
"3/4/2026, 1:24:14 PM",3.614,67.8,100,0,2026-03-04T18:24:14.000Z
"3/4/2026, 1:27:14 PM",3.614,68,100,0,2026-03-04T18:27:14.000Z
"3/4/2026, 1:30:14 PM",3.614,68,100,0,2026-03-04T18:30:14.000Z
"3/4/2026, 1:33:14 PM",3.614,67.8,100,0,2026-03-04T18:33:14.000Z
"3/4/2026, 1:36:14 PM",3.615,67.8,100,0,2026-03-04T18:36:14.000Z
"3/4/2026, 1:39:14 PM",3.614,67.8,100,0,2026-03-04T18:39:14.000Z
"3/4/2026, 1:42:14 PM",3.614,67.8,100,0,2026-03-04T18:42:14.000Z
"3/4/2026, 1:45:14 PM",3.614,67.8,100,0,2026-03-04T18:45:14.000Z
"3/4/2026, 1:48:14 PM",3.614,67.8,100,0,2026-03-04T18:48:14.000Z
"3/4/2026, 1:51:14 PM",3.615,67.8,100,0,2026-03-04T18:51:14.000Z
"3/4/2026, 1:54:14 PM",3.615,67.8,100,0,2026-03-04T18:54:14.000Z
"3/4/2026, 1:57:14 PM",3.614,67.8,100,0,2026-03-04T18:57:14.000Z
"3/4/2026, 2:00:14 PM",3.615,67.8,100,0,2026-03-04T19:00:14.000Z
"3/4/2026, 2:03:14 PM",3.614,67.6,100,0,2026-03-04T19:03:14.000Z
"3/4/2026, 2:06:14 PM",3.614,67.6,100,0,2026-03-04T19:06:14.000Z
"3/4/2026, 2:09:14 PM",3.614,67.6,100,0,2026-03-04T19:09:14.000Z
"3/4/2026, 2:12:14 PM",3.615,67.6,100,0,2026-03-04T19:12:14.000Z
"3/4/2026, 2:15:14 PM",3.614,67.6,100,0,2026-03-04T19:15:14.000Z
"3/4/2026, 2:18:14 PM",3.614,67.6,100,0,2026-03-04T19:18:14.000Z
"3/4/2026, 2:21:14 PM",3.615,67.6,100,0,2026-03-04T19:21:14.000Z
"3/4/2026, 2:24:14 PM",3.614,67.6,100,0,2026-03-04T19:24:14.000Z
"3/4/2026, 2:27:14 PM",3.614,67.6,100,0,2026-03-04T19:27:14.000Z
"3/4/2026, 2:30:14 PM",3.614,67.6,100,0,2026-03-04T19:30:14.000Z
"3/4/2026, 2:33:14 PM",3.614,67.6,100,0,2026-03-04T19:33:14.000Z
"3/4/2026, 2:36:14 PM",3.614,67.6,100,0,2026-03-04T19:36:14.000Z
"3/4/2026, 2:39:14 PM",3.614,67.5,100,0,2026-03-04T19:39:14.000Z
"3/4/2026, 2:42:14 PM",3.614,67.5,100,0,2026-03-04T19:42:14.000Z
"3/4/2026, 2:45:14 PM",3.614,67.5,100,0,2026-03-04T19:45:14.000Z
"3/4/2026, 2:48:14 PM",3.614,67.5,100,0,2026-03-04T19:48:14.000Z
"3/4/2026, 2:51:14 PM",3.614,67.3,100,0,2026-03-04T19:51:14.000Z
"3/4/2026, 2:54:14 PM",3.614,67.3,100,0,2026-03-04T19:54:14.000Z
"3/4/2026, 2:57:14 PM",3.614,67.3,100,0,2026-03-04T19:57:14.000Z
"3/4/2026, 3:00:14 PM",3.615,67.3,100,0,2026-03-04T20:00:14.000Z
"3/4/2026, 3:03:14 PM",3.615,67.1,100,0,2026-03-04T20:03:14.000Z
"3/4/2026, 3:06:14 PM",3.614,67.1,100,0,2026-03-04T20:06:14.000Z
"3/4/2026, 3:09:14 PM",3.614,67.1,100,0,2026-03-04T20:09:14.000Z
"3/4/2026, 3:12:14 PM",3.614,66.9,100,0,2026-03-04T20:12:14.000Z
"3/4/2026, 3:15:14 PM",3.614,66.9,100,0,2026-03-04T20:15:14.000Z
"3/4/2026, 3:18:14 PM",3.614,66.9,100,0,2026-03-04T20:18:14.000Z
"3/4/2026, 3:21:14 PM",3.614,66.9,100,0,2026-03-04T20:21:14.000Z
"3/4/2026, 3:24:14 PM",3.614,66.7,100,0,2026-03-04T20:24:14.000Z
"3/4/2026, 3:27:14 PM",3.614,66.7,100,0,2026-03-04T20:27:14.000Z
"3/4/2026, 3:30:14 PM",3.614,66.7,100,0,2026-03-04T20:30:14.000Z
"3/4/2026, 3:33:14 PM",3.614,66.7,100,0,2026-03-04T20:33:14.000Z
"3/4/2026, 3:36:14 PM",3.614,66.7,100,0,2026-03-04T20:36:14.000Z
"3/4/2026, 3:39:14 PM",3.614,66.7,100,0,2026-03-04T20:39:14.000Z
"3/4/2026, 3:42:14 PM",3.614,66.7,100,0,2026-03-04T20:42:14.000Z
"3/4/2026, 3:45:14 PM",3.614,66.7,100,0,2026-03-04T20:45:14.000Z
"3/4/2026, 3:48:14 PM",3.614,66.6,100,0,2026-03-04T20:48:14.000Z
"3/4/2026, 3:51:14 PM",3.614,66.6,100,0,2026-03-04T20:51:14.000Z
"3/4/2026, 3:54:14 PM",3.614,66.6,100,0,2026-03-04T20:54:14.000Z
"3/4/2026, 3:57:14 PM",3.614,66.6,100,0,2026-03-04T20:57:14.000Z
"3/4/2026, 4:00:14 PM",3.614,66.6,100,0,2026-03-04T21:00:14.000Z
"3/4/2026, 4:03:14 PM",3.614,66.6,100,0,2026-03-04T21:03:14.000Z
"3/4/2026, 4:06:14 PM",3.614,66.4,100,0,2026-03-04T21:06:14.000Z
"3/4/2026, 4:09:14 PM",3.614,66.4,100,0,2026-03-04T21:09:14.000Z
"3/4/2026, 4:12:14 PM",3.614,66.4,100,0,2026-03-04T21:12:14.000Z
"3/4/2026, 4:15:14 PM",3.614,66.2,100,0,2026-03-04T21:15:14.000Z
"3/4/2026, 4:18:14 PM",3.614,66.2,100,0,2026-03-04T21:18:14.000Z
"3/4/2026, 4:21:14 PM",3.614,66.2,100,0,2026-03-04T21:21:14.000Z
"3/4/2026, 4:24:14 PM",3.614,66,100,0,2026-03-04T21:24:14.000Z
"3/4/2026, 4:27:14 PM",3.614,65.8,100,0,2026-03-04T21:27:14.000Z
"3/4/2026, 4:30:14 PM",3.614,65.8,100,0,2026-03-04T21:30:14.000Z
"3/4/2026, 4:33:14 PM",3.614,65.7,100,0,2026-03-04T21:33:14.000Z
"3/4/2026, 4:36:14 PM",3.614,65.5,100,0,2026-03-04T21:36:14.000Z
"3/4/2026, 4:39:14 PM",3.614,65.3,100,0,2026-03-04T21:39:14.000Z
"3/4/2026, 4:42:14 PM",3.614,65.1,100,0,2026-03-04T21:42:14.000Z
"3/4/2026, 4:45:14 PM",3.614,65.1,100,0,2026-03-04T21:45:14.000Z
"3/4/2026, 4:48:14 PM",3.614,64.9,100,0,2026-03-04T21:48:14.000Z
"3/4/2026, 4:51:14 PM",3.614,64.8,100,0,2026-03-04T21:51:14.000Z
"3/4/2026, 4:54:14 PM",3.614,64.8,100,0,2026-03-04T21:54:14.000Z
"3/4/2026, 4:57:14 PM",3.613,64.6,100,0,2026-03-04T21:57:14.000Z
"3/4/2026, 5:00:14 PM",3.613,64.6,100,0,2026-03-04T22:00:14.000Z
"3/4/2026, 5:03:14 PM",3.614,64.4,100,0,2026-03-04T22:03:14.000Z
"3/4/2026, 5:06:14 PM",3.614,64.2,100,0,2026-03-04T22:06:14.000Z
"3/4/2026, 5:09:14 PM",3.613,64,100,0,2026-03-04T22:09:14.000Z
"3/4/2026, 5:12:14 PM",3.614,63.9,100,0,2026-03-04T22:12:14.000Z
"3/4/2026, 5:15:14 PM",3.613,63.9,100,0,2026-03-04T22:15:14.000Z
"3/4/2026, 5:18:14 PM",3.613,63.7,100,0,2026-03-04T22:18:14.000Z
"3/4/2026, 5:21:14 PM",3.613,63.7,100,0,2026-03-04T22:21:14.000Z
"3/4/2026, 5:24:14 PM",3.613,63.5,100,0,2026-03-04T22:24:14.000Z
"3/4/2026, 5:27:14 PM",3.613,63.5,100,0,2026-03-04T22:27:14.000Z
"3/4/2026, 5:30:14 PM",3.613,63.5,100,0,2026-03-04T22:30:14.000Z
"3/4/2026, 5:33:14 PM",3.613,63.5,100,0,2026-03-04T22:33:14.000Z
"3/4/2026, 5:36:14 PM",3.613,63.5,100,0,2026-03-04T22:36:14.000Z
"3/4/2026, 5:39:14 PM",3.613,63.5,100,0,2026-03-04T22:39:14.000Z
"3/4/2026, 5:42:14 PM",3.613,63.5,100,0,2026-03-04T22:42:14.000Z
"3/4/2026, 5:45:14 PM",3.613,63.3,100,0,2026-03-04T22:45:14.000Z
"3/4/2026, 5:48:14 PM",3.613,63.3,100,0,2026-03-04T22:48:14.000Z
"3/4/2026, 5:51:14 PM",3.613,63.3,100,0,2026-03-04T22:51:14.000Z
"3/4/2026, 5:54:14 PM",3.613,63.1,100,0,2026-03-04T22:54:14.000Z
"3/4/2026, 5:57:14 PM",3.613,63.1,100,0,2026-03-04T22:57:14.000Z
"3/4/2026, 6:00:14 PM",3.613,63.1,100,0,2026-03-04T23:00:14.000Z
"3/4/2026, 6:03:14 PM",3.612,63.1,100,0,2026-03-04T23:03:14.000Z
"3/4/2026, 6:06:14 PM",3.613,63,100,0,2026-03-04T23:06:14.000Z
"3/4/2026, 6:09:14 PM",3.613,63,100,0,2026-03-04T23:09:14.000Z
"3/4/2026, 6:12:14 PM",3.613,63,100,0,2026-03-04T23:12:14.000Z
"3/4/2026, 6:15:14 PM",3.612,62.8,100,0,2026-03-04T23:15:14.000Z
"3/4/2026, 6:18:14 PM",3.612,62.8,100,0,2026-03-04T23:18:14.000Z
"3/4/2026, 6:21:14 PM",3.613,62.6,100,0,2026-03-04T23:21:14.000Z
"3/4/2026, 6:24:14 PM",3.613,62.6,100,0,2026-03-04T23:24:14.000Z
"3/4/2026, 6:27:14 PM",3.612,62.6,100,0,2026-03-04T23:27:14.000Z
"3/4/2026, 6:30:14 PM",3.612,62.6,100,0,2026-03-04T23:30:14.000Z
"3/4/2026, 6:33:14 PM",3.612,62.4,100,0,2026-03-04T23:33:14.000Z
"3/4/2026, 6:36:14 PM",3.613,62.4,100,0,2026-03-04T23:36:14.000Z
"3/4/2026, 6:39:14 PM",3.612,62.4,100,0,2026-03-04T23:39:14.000Z
"3/4/2026, 6:42:14 PM",3.612,62.4,100,0,2026-03-04T23:42:14.000Z
